ProvId,Location,Municipality,Date,Year,Month,Day,Date2,MinSampleDepth,MaxSampleDepth,Chlorophyll,pH,Temperature,P,DissolvedOxygen,ElecticalConductivity,N,Turbidity,LocationEdited
166227,Vittsjön,Hässleholm,8/10/2010,2010,8,10,222,0.5,0.5,18.4,6.98,20,30,,8.69,,3.8,Vittsjön
166230,Vittsjön,Hässleholm,4/18/2011,2011,4,18,108,0.5,0.5,4.1,6.59,9,24,,7.78,,3.6,Vittsjön
166237,Gårdsjö/Hyngarp,Hässleholm,8/12/1998,1998,8,12,224,1,1,10.7,6.69,18.1,15,,8.57,460,,Gårdsjön
166240,Gårdsjö/Hyngarp,Hässleholm,4/15/1999,1999,4,15,105,1,1,3.2,5.94,7.8,12,,6.75,849,,Gårdsjön
166241,Gårdsjö/Hyngarp,Hässleholm,8/12/1999,1999,8,12,224,1,1,7.7,6.36,19.6,23,,6.75,1106,,Gårdsjön
166244,Gårdsjö/Hyngarp,Hässleholm,4/12/2000,2000,4,12,103,1,1,4.3,6.08,7.2,10,,7.52,481,,Gårdsjön
166245,Gårdsjö/Hyngarp,Hässleholm,8/17/2000,2000,8,17,230,1,1,63.8,6.58,18.7,47,,7.23,1161,4.8,Gårdsjön
166248,Gårdsjö/Hyngarp,Hässleholm,4/11/2001,2001,4,11,101,1,1,4,6.28,7,19,,7.38,897,,Gårdsjön
166249,Gårdsjö/Hyngarp,Hässleholm,8/22/2001,2001,8,22,234,1,1,22.4,6.79,20.2,27,,7.64,545,,Gårdsjön
166252,Gårdsjö/Hyngarp,Hässleholm,4/11/2002,2002,4,11,101,1,1,3.8,5.54,8.2,11,,6.28,768,,Gårdsjön
166253,Gårdsjö/Hyngarp,Hässleholm,8/19/2002,2002,8,19,231,1,1,44.4,6.42,22,22,,6.74,1121,,Gårdsjön
166255,Gårdsjö/Hyngarp,Hässleholm,4/18/2006,2006,4,18,108,0.5,0.5,1.6,6.18,6.9,22,,7.62,1106,,Gårdsjön
166256,Gårdsjö/Hyngarp,Hässleholm,8/10/2006,2006,8,10,222,0.5,0.5,15.6,6.8,21.4,30,,7.42,683,,Gårdsjön
166258,Lillasjö/Hårsjö,Hässleholm,4/17/1997,1997,4,17,107,0.9,0.9,6.9,6.33,6.5,26,,9.02,874,,Lillasjö
166259,Lillasjö/Hårsjö,Hässleholm,8/14/1997,1997,8,14,226,1,1,45.5,6.68,21.6,31,,10.9,883,,Lillasjö
166281,Lillasjö/Hårsjö,Hässleholm,4/18/2006,2006,4,18,108,0.5,0.5,2.8,6.24,8.3,26,,7.06,1372,,Lillasjö
166282,Lillasjö/Hårsjö,Hässleholm,8/21/2006,2006,8,21,233,0.5,0.5,11.8,6.33,17.5,41,,9.26,1108,,Lillasjö
166320,Ö Tviggasjö,Hässleholm,4/14/1997,1997,4,14,104,1,1,9.6,6.41,6.8,31,,9.38,1463,,Östra Tviggasjö
166321,Ö Tviggasjö,Hässleholm,8/14/1997,1997,8,14,226,1,1,40.8,6.35,22.3,46,,9.19,977,,Östra Tviggasjö
166343,Ö Tviggasjö,Hässleholm,4/13/2005,2005,4,13,103,1,1,10.7,6.58,10.2,22,,8.1,750,,Östra Tviggasjö
166344,Ö Tviggasjö,Hässleholm,8/9/2005,2005,8,9,221,0.5,0.5,7.6,6.64,18,51,,9.1,1177,,Östra Tviggasjö
166345,Ö Tviggasjö,Hässleholm,4/26/2011,2011,4,26,116,0.5,0.5,13.8,6.51,16.1,25,,7.51,543,,Östra Tviggasjö
166351,Värsjön,Örkelljunga,4/16/1998,1998,4,16,106,1,1,8.2,6.58,6.1,16,,7.82,692,,Värsjön
166352,Värsjön,Örkelljunga,8/13/1998,1998,8,13,225,1,1,12.2,6.77,17.6,11,,7.5,369,,Värsjön
166355,Värsjön,Örkelljunga,4/19/1999,1999,4,19,109,0.9,0.9,16.3,6.61,4.2,13,,5.94,770,,Värsjön
166356,Värsjön,Örkelljunga,8/19/1999,1999,8,19,231,1,1,3.1,6.45,17,12,,6.14,749,,Värsjön
166359,Värsjön,Örkelljunga,4/18/2000,2000,4,18,109,1,1,5.3,6.74,8.3,12,,6.2,512,,Värsjön
166360,Värsjön,Örkelljunga,8/21/2000,2000,8,21,234,1,1,6.4,7.13,17.5,10,,7.28,702,,Värsjön
166363,Värsjön,Örkelljunga,4/17/2001,2001,4,17,107,1,1,10.2,6.77,5.3,13,,6.1,695,,Värsjön
166364,Värsjön,Örkelljunga,8/15/2001,2001,8,15,227,0.5,0.5,2.8,7.05,20.3,7,,6.6,410,,Värsjön
166367,Värsjön,Örkelljunga,4/16/2002,2002,4,16,106,0.5,0.5,3.7,6.71,8.1,9,,6.03,780,,Värsjön
166368,Värsjön,Örkelljunga,8/20/2002,2002,8,20,232,0.5,0.5,6,7.05,22,18,,6.01,433,,Värsjön
166371,Värsjön,Örkelljunga,4/8/2003,2003,4,8,98,0.5,0.5,12.2,6.82,4,26,,6.45,580,,Värsjön
166372,Värsjön,Örkelljunga,8/18/2003,2003,8,18,230,1,1,2.9,7.26,,10,,6.28,388,,Värsjön
166375,Värsjön,Örkelljunga,4/21/2004,2004,4,21,112,1,1,8,7.12,11.4,14,,6.37,483,,Värsjön
166376,Värsjön,Örkelljunga,8/12/2004,2004,8,12,225,1,1,6.5,7.1,23,15,,6.22,803,,Värsjön
166379,Värsjön,Örkelljunga,4/13/2005,2005,4,13,103,1,1,7.3,6.76,8.9,11,,5.67,500,,Värsjön
166380,Värsjön,Örkelljunga,8/10/2005,2005,8,10,222,0.5,0.5,15.7,6.8,18.1,18,,5.78,379,,Värsjön
166383,Värsjön,Örkelljunga,4/18/2006,2006,4,18,108,0.5,0.5,2.4,6.9,7.2,10,,6.21,695,,Värsjön
166384,Värsjön,Örkelljunga,8/10/2006,2006,8,10,222,0.5,0.5,3.6,7.14,21.3,9,,6.48,592,,Värsjön
166387,Värsjön,Örkelljunga,4/12/2007,2007,4,12,102,0.5,0.5,23.6,6.69,9.1,6,,5.57,,,Värsjön
166388,Värsjön,Örkelljunga,8/13/2007,2007,8,13,225,0.5,0.5,25.9,6.82,21.8,10,,5.47,,,Värsjön
166391,Värsjön,Örkelljunga,4/10/2008,2008,4,10,101,0.5,0.5,4,6.67,6.9,12,,5.72,,,Värsjön
166392,Värsjön,Örkelljunga,8/11/2008,2008,8,11,224,0.5,0.5,9.7,7.03,18.7,18,,6.42,,,Värsjön
166395,Värsjön,Örkelljunga,4/14/2009,2009,4,14,104,0.5,0.5,5.5,6.79,11.2,10,,5.68,,,Värsjön
166396,Värsjön,Örkelljunga,8/6/2009,2009,8,6,218,0.5,0.5,3,6.95,21,9,,5.76,,,Värsjön
166398,Värsjön,Örkelljunga,8/10/2010,2010,8,10,222,0.5,0.5,3.5,7.15,19.2,8,,6.74,,1.3,Värsjön
166401,Värsjön,Örkelljunga,4/18/2011,2011,4,18,108,0.5,0.5,3.8,6.9,9.9,8,,5.76,,1.3,Värsjön
166426,Store sjö,Örkelljunga,4/8/2003,2003,4,8,98,1,1,3.3,6.69,4.5,17,,8.84,941,,Store sjö
166427,Store sjö,Örkelljunga,8/13/2003,2003,8,13,225,1,1,11.6,6.88,21.2,22,,8.31,773,,Store sjö
166469,Store Damm,Hässleholm,4/16/1998,1998,4,16,106,1,1,6.2,6.3,6.8,16,,10.1,1511,,Store Damm
166470,Store Damm,Hässleholm,8/13/1998,1998,8,13,225,1,1,13.6,6.42,17.4,28,,8.74,1408,,Store Damm
166473,Store Damm,Hässleholm,4/19/1999,1999,4,19,109,1,1,9.6,6.88,5.7,35,,8.55,1556,,Store Damm
166474,Store Damm,Hässleholm,8/18/1999,1999,8,18,230,1,1,69.9,6.86,18.3,39,,8.32,884,,Store Damm
166477,Store Damm,Hässleholm,4/18/2000,2000,4,18,109,1,1,7.6,6.74,8.8,12,,9.46,653,,Store Damm
166478,Store Damm,Hässleholm,8/21/2000,2000,8,21,234,1,1,48.2,6.96,18.4,35,,9.4,1379,,Store Damm
166481,Store Damm,Hässleholm,4/17/2001,2001,4,17,107,1,1,8.2,6.88,6.1,27,,8.89,880,,Store Damm
166482,Store Damm,Hässleholm,8/16/2001,2001,8,16,228,1,1,28.5,7.12,21,39,,8.38,999,,Store Damm
166485,Store Damm,Hässleholm,4/17/2002,2002,4,17,107,1,1,10,6.63,8.3,21,,7.65,830,,Store Damm
166486,Store Damm,Hässleholm,8/20/2002,2002,8,20,232,1,1,71.3,6.87,22.4,49,,7.46,832,,Store Damm
166488,Store Damm,Hässleholm,4/25/2007,2007,4,25,115,0.5,0.5,9.5,6.74,13.4,10,,7.57,,,Store Damm
166489,Store Damm,Hässleholm,8/14/2007,2007,8,14,226,0.5,0.5,13.4,6.14,22,13,,7.07,,,Store Damm
166495,Svarta sjö,Örkelljunga,4/16/1998,1998,4,16,106,1,1,5.8,6.36,6.4,18,,9.66,1482,,Svarta sjö
166496,Svarta sjö,Örkelljunga,8/18/1998,1998,8,18,230,1,1,33.2,6.53,17.7,35,,9.15,890,,Svarta sjö
166499,Svarta sjö,Örkelljunga,4/19/1999,1999,4,19,109,1,1,9.9,6.64,7.7,33,,8.43,1154,,Svarta sjö
166500,Svarta sjö,Örkelljunga,8/19/1999,1999,8,19,231,1,1,175.8,6.74,17.2,32,,7.75,867,,Svarta sjö
166503,Svarta sjö,Örkelljunga,4/18/2000,2000,4,18,109,1,1,6.1,6.29,8.7,13,,7.8,772,,Svarta sjö
166504,Svarta sjö,Örkelljunga,8/21/2000,2000,8,21,234,1,1,18.4,6.57,18,24,,9.04,757,,Svarta sjö
166507,Svarta sjö,Örkelljunga,4/17/2001,2001,4,17,107,1,1,6.6,6.62,6.1,29,,8.24,1008,,Svarta sjö
166508,Svarta sjö,Örkelljunga,8/16/2001,2001,8,16,228,1,1,24.3,6.74,20.4,43,,8.25,599,,Svarta sjö
166511,Svarta sjö,Örkelljunga,4/16/2002,2002,4,16,106,1,1,6.2,6.4,8.6,19,,7.07,1241,,Svarta sjö
166512,Svarta sjö,Örkelljunga,8/20/2002,2002,8,20,232,1,1,21.5,6.49,23.2,34,,6.93,1097,,Svarta sjö
166760,Vemmentorpasjön,Örkelljunga,4/18/2000,2000,4,18,109,1,1,4.1,6.36,8.4,22,,7.69,1057,,Vemmentorpasjön
166761,Vemmentorpasjön,Örkelljunga,8/16/2000,2000,8,16,229,1,1,17.5,6.85,19.1,14,,8.36,818,,Vemmentorpasjön
168108,Hjärtasjön,Osby,4/15/1998,1998,4,15,105,1,1,10.8,5.46,5.7,15,,7.61,984,,Hjärtasjön
168109,Hjärtasjön,Osby,8/17/1998,1998,8,17,229,1,1,41.9,5.71,17.6,48,,6.78,599,,Hjärtasjön
168110,Hjärtasjön,Osby,4/10/2001,2001,4,10,100,1,1,4.1,5.8,7.3,28,,6.27,848,,Hjärtasjön
168111,Hjärtasjön,Osby,8/20/2001,2001,8,20,232,1,1,91.8,7.12,19.3,26,,9.14,619,,Hjärtasjön
168112,Hjärtasjön,Osby,8/19/2002,2002,8,19,231,0.5,0.5,15.3,6.2,21.7,23,,6.54,632,,Hjärtasjön
168113,Hjärtasjön,Osby,4/19/2004,2004,4,19,110,1,1,4.4,7.02,12.1,13,,9.15,545,,Hjärtasjön
168114,Hjärtasjön,Osby,8/10/2004,2004,8,10,223,1,1,17.4,6.8,21.8,26,,8.46,492,,Hjärtasjön
168116,Mellomsjön,Hässleholm,4/21/1998,1998,4,21,111,1,1,4.5,6.35,8.8,26,,8.48,828,,Mellomsjön
168117,Mellomsjön,Hässleholm,8/12/1998,1998,8,12,224,1,1,26.3,6.75,17.6,11,,8.72,439,,Mellomsjön
168118,Mellomsjön,Hässleholm,4/11/2001,2001,4,11,101,1,1,4,6.31,7.3,23,,7.47,801,,Mellomsjön
168119,Mellomsjön,Hässleholm,8/22/2001,2001,8,22,234,1,1,46.5,6.91,19.9,23,,7.86,831,,Mellomsjön
168121,Bodarpasjön,Osby,4/21/1998,1998,4,21,111,1,1,1.5,6.53,8,20,,9.33,967,,Bodarpasjön
168122,Bodarpasjön,Osby,8/12/1998,1998,8,12,224,1,1,13,6.93,17.9,12,,9.26,589,,Bodarpasjön
168123,Bodarpasjön,Osby,4/11/2001,2001,4,11,101,1,1,2.7,6.09,6.5,17,,7.05,901,,Bodarpasjön
168124,Bodarpasjön,Osby,8/15/2001,2001,8,15,227,1,1,14.7,6.96,18.5,17,,8.32,566,,Bodarpasjön
168125,Bodarpasjön,Osby,4/24/2007,2007,4,24,114,0.5,0.5,2,6.19,11.2,5,,7.26,,,Bodarpasjön
168126,Bodarpasjön,Osby,8/13/2007,2007,8,13,225,0.5,0.5,67,6.26,22.5,14,,6.95,,,Bodarpasjön
168128,Vesljungasjön,Osby,4/15/1998,1998,4,15,105,1,1,2.9,6.15,5.6,8,,7.71,916,,Vesljungasjön
168129,Vesljungasjön,Osby,8/19/1998,1998,8,19,231,1,1,7.3,6.47,16.7,22,,7.58,807,,Vesljungasjön
168130,Vesljungasjön,Osby,4/10/2001,2001,4,10,100,1,1,2.5,6.77,7.6,18,,8.88,1026,,Vesljungasjön
168131,Vesljungasjön,Osby,8/21/2001,2001,8,21,233,0.9,0.9,9.9,6.96,19.7,21,,8.9,785,,Vesljungasjön
168132,Vesljungasjön,Osby,4/21/2004,2004,4,21,112,1,1,2.1,6.66,11.7,12,,7.08,737,,Vesljungasjön
168133,Vesljungasjön,Osby,8/12/2004,2004,8,12,225,1,1,3.3,6.4,21.8,25,,6.41,965,,Vesljungasjön
168134,Vesljungasjön,Osby,8/26/2010,2010,8,26,238,0.5,0.5,8.4,6.76,15.9,26,,6.51,562,5,Vesljungasjön
168137,Orsjön,Osby,4/20/1999,1999,4,20,110,1,1,9.8,6.04,6.6,18,,7.91,641,,Orsjön
168138,Orsjön,Osby,8/16/1999,1999,8,16,228,0.5,0.5,126.1,6.1,18,37,,8.04,731,,Orsjön
168139,Orsjön,Osby,4/10/2002,2002,4,10,100,1,1,2.8,6.15,7.9,13,,7.53,1022,,Orsjön
168140,Orsjön,Osby,8/19/2002,2002,8,19,231,1,1,84.1,6.1,22.6,140,,7.73,,,Orsjön
168141,Orsjön,Osby,4/10/2008,2008,4,10,101,0.5,0.5,4.2,5.96,8.8,22,,6.86,,,Orsjön
168142,Orsjön,Osby,8/13/2008,2008,8,13,226,0.5,0.5,13.4,6.31,18.7,24,,7.38,718,,Orsjön
187624,Hjärtasjön,Osby,8/22/2005,2005,8,22,234,0.5,0.5,10.8,,22.3,21,,8.55,418,,Hjärtasjön
187625,Hjärtasjön,Osby,11/3/2005,2005,11,3,307,0.5,0.5,3.4,,8.5,21,,11.9,396,,Hjärtasjön
187627,Hjärtasjön,Osby,4/20/2006,2006,4,20,110,0.5,0.5,1.7,,7.8,19,,9.46,859,,Hjärtasjön
187629,Hjärtasjön,Osby,10/18/2006,2006,10,18,291,0.5,0.5,6.9,,11.8,12,,9.84,714,,Hjärtasjön
187631,Hjärtasjön,Osby,4/17/2007,2007,4,17,107,0.5,0.5,3.6,,13.8,8,,7.65,,,Hjärtasjön
187632,Hjärtasjön,Osby,8/14/2007,2007,8,14,226,0.5,0.5,53.7,,23.8,24,,5.94,,,Hjärtasjön
187633,Hjärtasjön,Osby,10/15/2007,2007,10,15,288,0.5,0.5,2.9,,9.9,29,,6.62,,,Hjärtasjön
187634,Hjärtasjön,Osby,3/18/2008,2008,3,18,78,0.5,0.5,1.2,,4.3,21,,6.65,,,Hjärtasjön
187635,Hjärtasjön,Osby,4/17/2008,2008,4,17,108,0.5,0.5,1.1,,7.3,20,,6.61,,,Hjärtasjön
187636,Hjärtasjön,Osby,8/13/2008,2008,8,13,226,0.5,0.5,20.2,,19.3,28,,8,,,Hjärtasjön
187639,Hjärtasjön,Osby,4/21/2009,2009,4,21,111,0.5,0.5,8.6,,11.5,17,,7.51,,,Hjärtasjön
187640,Hjärtasjön,Osby,8/12/2009,2009,8,12,224,0.5,0.5,14.9,,21.1,17,,8.35,,,Hjärtasjön
187641,Hjärtasjön,Osby,10/13/2009,2009,10,13,286,0.5,0.5,1.8,,8.7,14,,9.39,,,Hjärtasjön
188377,Lillesjö,Bromölla,4/29/1996,1996,4,29,120,1,1,0.9,4.74,9.2,8,,8.15,347,,Lillesjö
188378,Lillesjö,Bromölla,8/20/1996,1996,8,20,233,1,1,1.4,4.69,20,5,,7.95,540,,Lillesjö
188379,Lillesjö,Bromölla,10/21/1996,1996,10,21,295,1,1,5.1,4.69,10.8,4,,7.91,501,,Lillesjö
188380,Lillesjö,Bromölla,2/19/1997,1997,2,19,50,1,1,5.3,4.64,3.5,3,,8.65,320,,Lillesjö
188381,Lillesjö,Bromölla,4/16/1997,1997,4,16,106,1,1,2.3,4.59,6.2,6,,7.75,432,,Lillesjö
188382,Lillesjö,Bromölla,8/11/1997,1997,8,11,223,1,1,0.7,4.75,22.1,9,,7.31,337,,Lillesjö
188383,Lillesjö,Bromölla,10/23/1997,1997,10,23,296,1,1,1.4,4.76,9.9,2,,6.86,384,,Lillesjö
188384,Lillesjö,Bromölla,2/19/1998,1998,2,19,50,1,1,4.6,4.59,4.1,2,,7.63,395,,Lillesjö
188385,Lillesjö,Bromölla,4/14/1998,1998,4,14,104,1,1,1.2,4.66,5.5,3,,7.7,454,,Lillesjö
188386,Lillesjö,Bromölla,8/11/1998,1998,8,11,223,1,1,1.9,4.78,18.3,10,,7.25,297,,Lillesjö
188387,Lillesjö,Bromölla,10/19/1998,1998,10,19,292,1,1,2.9,4.79,9.9,3,,7.13,325,,Lillesjö
188388,Lillesjö,Bromölla,2/18/1999,1999,2,18,49,1,1,4.2,4.61,2.5,4,,7.55,397,,Lillesjö
188389,Lillesjö,Bromölla,4/14/1999,1999,4,14,104,1,1,1.4,4.78,9.2,4,,6.9,279,,Lillesjö
188390,Lillesjö,Bromölla,8/17/1999,1999,8,17,229,1,1,1.5,4.8,19.5,1,,6.26,200,,Lillesjö
188391,Lillesjö,Bromölla,10/18/1999,1999,10,18,291,1,1,1.8,4.98,10.7,1,,6.1,353,,Lillesjö
188392,Lillesjö,Bromölla,2/14/2000,2000,2,14,45,1,1,1.3,4.69,2.3,2,,6.63,254,,Lillesjö
188393,Lillesjö,Bromölla,4/11/2000,2000,4,11,102,1,1,1,4.71,7,5,,6.7,457,,Lillesjö
188394,Lillesjö,Bromölla,8/15/2000,2000,8,15,228,1,1,2.3,4.92,19.3,2,,6.51,259,,Lillesjö
188395,Lillesjö,Bromölla,10/16/2000,2000,10,16,290,1,1,2.8,4.8,13,3,,6.5,260,,Lillesjö
188396,Lillesjö,Bromölla,2/12/2001,2001,2,12,43,1,1,2.7,4.4,1.8,4,,6.32,509,,Lillesjö
188397,Lillesjö,Bromölla,4/9/2001,2001,4,9,99,1,1,1.6,4.72,6.7,5,,6.59,419,,Lillesjö
188398,Lillesjö,Bromölla,8/14/2001,2001,8,14,226,1,1,2.9,4.83,19.5,4,,6.18,221,,Lillesjö
188399,Lillesjö,Bromölla,10/15/2001,2001,10,15,288,1,1,3.2,4.72,14,5,,6.1,368,,Lillesjö
188400,Lillesjö,Bromölla,2/11/2002,2002,2,11,42,1,1,2.3,4.63,5,4,,6.16,485,,Lillesjö
188401,Lillesjö,Bromölla,4/15/2002,2002,4,15,105,1,1,2.9,4.77,9,8,,5.96,447,,Lillesjö
188402,Lillesjö,Bromölla,8/13/2002,2002,8,13,225,1,1,1.4,5.01,22.3,8,,5.48,275,,Lillesjö
188403,Lillesjö,Bromölla,10/21/2002,2002,10,21,294,1,1,3.4,5.07,7.5,4,,5.1,300,,Lillesjö
188404,Lillesjö,Bromölla,2/17/2003,2003,2,17,48,1,1,9,4.77,1.7,4,,6,306,,Lillesjö
188405,Lillesjö,Bromölla,4/7/2003,2003,4,7,97,1,1,3.4,4.97,4.2,4,,5.82,408,,Lillesjö
188406,Lillesjö,Bromölla,8/12/2003,2003,8,12,224,1,1,0.9,5.02,23.5,5,,5.66,475,,Lillesjö
188407,Lillesjö,Bromölla,10/20/2003,2003,10,20,293,1,1,5.3,5.12,9.2,4,,5.54,474,,Lillesjö
188408,Lillesjö,Bromölla,2/10/2004,2004,2,10,41,1,1,0.9,4.6,2,4,,6.21,310,,Lillesjö
188409,Lillesjö,Bromölla,4/14/2004,2004,4,14,105,1,1,1.8,4.87,9,10,,5.99,218,,Lillesjö
188410,Lillesjö,Bromölla,8/16/2004,2004,8,16,229,1,1,2.8,5.04,21.5,9,,5.44,206,,Lillesjö
188411,Lillesjö,Bromölla,10/18/2004,2004,10,18,292,1,1,3.8,5.22,10.4,7,,5.32,447,,Lillesjö
188412,Lillesjö,Bromölla,2/14/2005,2005,2,14,45,0.5,0.5,12.7,4.84,3.8,13,15.5,5.82,179,,Lillesjö
188415,Lillesjö,Bromölla,4/19/2005,2005,4,19,109,0.5,0.5,1.7,4.91,9.4,7,11,5.7,192,,Lillesjö
188418,Lillesjö,Bromölla,5/19/2005,2005,5,19,139,0.5,0.5,1.6,,13,12,10.5,5.51,241,,Lillesjö
188421,Lillesjö,Bromölla,6/16/2005,2005,6,16,167,0.5,0.5,2,5.01,17.4,4,9.9,5.51,256,,Lillesjö
188424,Lillesjö,Bromölla,7/7/2005,2005,7,7,188,0.5,0.5,2,5.1,21.9,7,8.6,5.49,224,,Lillesjö
188427,Lillesjö,Bromölla,8/11/2005,2005,8,11,223,0.5,0.5,2.5,5.1,19.1,6,8.9,5.35,246,,Lillesjö
188430,Lillesjö,Bromölla,9/19/2005,2005,9,19,262,0.5,0.5,5.1,5.11,16.4,7,9.2,5.29,240,,Lillesjö
188441,Lillesjö,Bromölla,4/20/2006,2006,4,20,110,0.5,0.5,0.7,4.81,6.9,6,,5.47,288,,Lillesjö
188444,Lillesjö,Bromölla,5/17/2006,2006,5,17,137,0.5,0.5,1.9,4.95,15.1,4,9.2,5.62,314,,Lillesjö
188447,Lillesjö,Bromölla,6/15/2006,2006,6,15,166,0.5,0.5,2,5.07,22.7,5,8.2,5.53,265,,Lillesjö
188450,Lillesjö,Bromölla,7/20/2006,2006,7,20,201,0.5,0.5,1.8,5.15,23.9,3,7.8,5.53,287,,Lillesjö
188453,Lillesjö,Bromölla,8/16/2006,2006,8,16,228,0.5,0.5,3.5,5.29,21.3,4,8.4,5.35,260,,Lillesjö
188456,Lillesjö,Bromölla,9/18/2006,2006,9,18,261,0.5,0.5,8.9,5.3,18.5,4,9.1,5.22,275,,Lillesjö
188459,Lillesjö,Bromölla,10/19/2006,2006,10,19,292,0.5,0.5,3.7,5.31,13.2,4,8.9,5.27,320,,Lillesjö
188465,Lillesjö,Bromölla,4/18/2007,2007,4,18,108,0.5,0.5,1.7,4.94,13.6,1,10.5,6.03,,,Lillesjö
188468,Lillesjö,Bromölla,5/14/2007,2007,5,14,134,0.5,0.5,1.5,5.17,16,2,10,5.89,,,Lillesjö
188471,Lillesjö,Bromölla,6/19/2007,2007,6,19,170,0.5,0.5,0.3,5.05,19.8,1,8.8,5.84,,,Lillesjö
188474,Lillesjö,Bromölla,7/16/2007,2007,7,16,197,0.5,0.5,3.1,4.92,21.2,4,9,5.52,,,Lillesjö
188477,Lillesjö,Bromölla,8/21/2007,2007,8,21,233,0.5,0.5,12.8,5.09,20.1,8,8.8,5.22,,,Lillesjö
188480,Lillesjö,Bromölla,9/17/2007,2007,9,17,260,0.5,0.5,5.6,5.05,14.4,5,7.6,5.06,,,Lillesjö
188483,Lillesjö,Bromölla,10/16/2007,2007,10,16,289,0.5,0.5,10.8,5.23,10.7,3,8.9,5.05,,,Lillesjö
188487,Lillesjö,Bromölla,4/21/2008,2008,4,21,112,0.5,0.5,1.6,4.86,10.4,3,10.8,5.39,,,Lillesjö
188490,Lillesjö,Bromölla,5/20/2008,2008,5,20,141,0.5,0.5,1.5,5.07,16.1,13,8.9,5.32,,,Lillesjö
188493,Lillesjö,Bromölla,6/16/2008,2008,6,16,168,0.5,0.5,1,5.11,18.6,4,9.2,5.31,,,Lillesjö
188496,Lillesjö,Bromölla,7/17/2008,2008,7,17,199,0.5,0.5,1.5,5.08,20.6,4,8.5,5.14,,,Lillesjö
188499,Lillesjö,Bromölla,8/21/2008,2008,8,21,234,0.5,0.5,5.9,5.24,19.5,9,9,4.99,,,Lillesjö
188511,Lillesjö,Bromölla,4/16/2009,2009,4,16,106,0.5,0.5,1.6,5.02,11.5,5,10.3,5.65,,,Lillesjö
188514,Lillesjö,Bromölla,5/14/2009,2009,5,14,134,0.5,0.5,1.7,5.04,14.5,7,9.7,5.68,,,Lillesjö
188517,Lillesjö,Bromölla,6/11/2009,2009,6,11,162,0.5,0.5,2.4,5.19,17.6,5,8.9,5.38,,,Lillesjö
188520,Lillesjö,Bromölla,7/16/2009,2009,7,16,197,0.5,0.5,8.4,5.18,22,8,8.7,5.35,,,Lillesjö
188523,Lillesjö,Bromölla,8/13/2009,2009,8,13,225,0.5,0.5,4.7,5.28,21.6,5,8.7,5.28,,0.98,Lillesjö
188526,Lillesjö,Bromölla,9/15/2009,2009,9,15,258,0.5,0.5,4,5.38,17.8,4,8.9,5.23,,,Lillesjö
188529,Lillesjö,Bromölla,10/13/2009,2009,10,13,286,0.5,0.5,6,5.41,17.3,6,8.3,5.22,,,Lillesjö
188538,Lillesjö,Bromölla,5/26/2010,2010,5,26,146,0.5,0.5,1.1,5.36,16.2,5,10.7,5.8,,1.9,Lillesjö
188541,Lillesjö,Bromölla,6/10/2010,2010,6,10,161,0.5,0.5,4.1,5.12,17.6,8,9.1,5.44,,2,Lillesjö
188544,Lillesjö,Bromölla,7/13/2010,2010,7,13,194,0.5,0.5,6.8,5.59,26.1,4,7.6,5.46,,1.2,Lillesjö
188547,Lillesjö,Bromölla,8/18/2010,2010,8,18,230,0.5,0.5,5.9,5.32,21.3,3,7.8,5.45,,0.95,Lillesjö
188550,Lillesjö,Bromölla,9/15/2010,2010,9,15,258,0.5,0.5,6.8,5.34,16.4,5,8.9,5.39,,0.89,Lillesjö
188553,Lillesjö,Bromölla,10/19/2010,2010,10,19,292,0.5,0.5,6.3,5.32,8.7,5,9.7,5.39,,1.1,Lillesjö
188559,Lillesjö,Bromölla,4/26/2011,2011,4,26,116,0.5,0.5,2,5.21,16.1,4,9.7,5.43,,1.2,Lillesjö
188562,Lillesjö,Bromölla,5/19/2011,2011,5,19,139,0.5,0.5,5.2,5.47,15.8,6,9.7,5.4,,1.4,Lillesjö
188565,Lillesjö,Bromölla,6/20/2011,2011,6,20,171,0.5,0.5,4.8,5.37,6.9,5,8.8,5.27,,1.3,Lillesjö
197511,Filkesjön,Kristianstad,4/29/1996,1996,4,29,120,1,1,3.7,6.6,10.1,16,,9.95,641,,Filkesjön
197512,Filkesjön,Kristianstad,8/20/1996,1996,8,20,233,0.5,0.5,2.6,7.15,21.3,7,,10.4,617,,Filkesjön
197513,Osbysjön,Osby,5/6/1996,1996,5,6,127,1,1,19.6,6.73,9.6,26,,14.4,1914,,Osbysjön
197514,Osbysjön,Osby,8/22/1996,1996,8,22,235,0.5,0.5,14.9,6.88,22.3,27,,12.2,1086,,Osbysjön
197515,Osbysjön,Osby,4/16/2002,2002,4,16,106,1,1,3.5,6.53,8.2,23,,9.6,1262,,Osbysjön
197516,Osbysjön,Osby,8/14/2002,2002,8,14,226,1,1,8.6,6.58,22.2,37,,9.21,983,,Osbysjön
197517,Osbysjön,Osby,4/10/2008,2008,4,10,101,0.5,0.5,2,6.38,9.1,26,,8.22,,,Osbysjön
197518,Osbysjön,Osby,8/13/2008,2008,8,13,226,0.5,0.5,8.3,6.72,18.6,37,,10,,,Osbysjön
197519,Strönasjön,Osby,4/30/1996,1996,4,30,121,1,1,9.6,6.82,10.3,23,,11.89,1362,,Strönasjön
