Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,Ecotype,elev,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,isolation_and_growth_condition,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR25384367,AMPLICON,476,122114944,PRJNA985135,SAMN35790074,"MIMS.me,MIGS/MIMS/MIMARKS.soil",42348329,UNIVERSITY OF VIGO,2018-08-28,public,missing,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",20cm,missing,875,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122631,Spain,Europe,Spain,Illumina MiSeq,missing,missing,41.41655 N 4.40573 W,Lucas0707,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_707,SRP450765
SRR25384368,AMPLICON,476,209828416,PRJNA985135,SAMN35790073,"MIMS.me,MIGS/MIMS/MIMARKS.soil",72454072,UNIVERSITY OF VIGO,2018-08-28,public,missing,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",20cm,missing,1300,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX21122630,Spain,Europe,Spain,Illumina MiSeq,missing,missing,40.71107 N 4.21752 W,Lucas0706,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_706,SRP450765
SRR25384369,AMPLICON,476,154812812,PRJNA985135,SAMN35790072,"MIMS.me,MIGS/MIMS/MIMARKS.soil",53813735,UNIVERSITY OF VIGO,2018-09-03,public,missing,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",20cm,missing,249,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX21122629,Finland,Europe,Finland,Illumina MiSeq,missing,missing,67.20265 N 26.70987 E,Lucas0705,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_705,SRP450765
SRR25384370,AMPLICON,476,168749140,PRJNA985135,SAMN35790071,"MIMS.me,MIGS/MIMS/MIMARKS.soil",58946182,UNIVERSITY OF VIGO,2018-09-03,public,missing,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",20cm,missing,18,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122628,United Kingdom,Europe,United Kingdom,Illumina MiSeq,missing,missing,54.01588 N 1.29419 W,Lucas0704,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_704,SRP450765
SRR25384371,AMPLICON,476,68531148,PRJNA985135,SAMN35790070,"MIMS.me,MIGS/MIMS/MIMARKS.soil",26644265,UNIVERSITY OF VIGO,2018-09-11,public,missing,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",20cm,missing,145,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122627,France,Europe,France,Illumina MiSeq,missing,missing,48.00322 N 0.82489 E,Lucas0703,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_703,SRP450765
SRR25384372,AMPLICON,476,166759936,PRJNA985135,SAMN35790069,"MIMS.me,MIGS/MIMS/MIMARKS.soil",58258906,UNIVERSITY OF VIGO,2018-09-03,public,missing,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",20cm,missing,894,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX21122626,Bulgaria,Europe,Bulgaria,Illumina MiSeq,missing,missing,42.67919 N 23.0761 E,Lucas0702,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_702,SRP450765
SRR25384373,AMPLICON,476,125875820,PRJNA985135,SAMN35790068,"MIMS.me,MIGS/MIMS/MIMARKS.soil",43662601,UNIVERSITY OF VIGO,2018-09-05,public,missing,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",20cm,missing,119,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX21122625,Sweden,Europe,Sweden,Illumina MiSeq,missing,missing,66.21855 N 23.16193 E,Lucas0701,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_701,SRP450765
SRR25384374,AMPLICON,476,249615352,PRJNA985135,SAMN35789438,"MIMS.me,MIGS/MIMS/MIMARKS.soil",99477103,UNIVERSITY OF VIGO,2018-05-22,public,missing,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",20cm,missing,400,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX21122624,Spain,Europe,Spain,Illumina MiSeq,missing,missing,43.27763 N 6.37683 W,Lucas0071,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_71,SRP450765
SRR25384375,AMPLICON,476,222792752,PRJNA985135,SAMN35789375,"MIMS.me,MIGS/MIMS/MIMARKS.soil",77117027,UNIVERSITY OF VIGO,2018-06-04,public,missing,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",20cm,missing,153,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122623,France,Europe,France,Illumina MiSeq,missing,missing,46.90324 N 1.54754 E,Lucas0008,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_8,SRP450765
SRR25384376,AMPLICON,476,154669060,PRJNA985135,SAMN35790067,"MIMS.me,MIGS/MIMS/MIMARKS.soil",53895806,UNIVERSITY OF VIGO,2018-09-03,public,missing,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",20cm,missing,92,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122622,Bulgaria,Europe,Bulgaria,Illumina MiSeq,missing,missing,44.03287 N 27.36551 E,Lucas0700,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_700,SRP450765
SRR25384377,AMPLICON,476,238993888,PRJNA985135,SAMN35790066,"MIMS.me,MIGS/MIMS/MIMARKS.soil",83593128,UNIVERSITY OF VIGO,2018-09-04,public,missing,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",20cm,missing,123,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122621,France,Europe,France,Illumina MiSeq,missing,missing,47.98188 N 2.01652 W,Lucas0699,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_699,SRP450765
SRR25384378,AMPLICON,476,136908072,PRJNA985135,SAMN35790065,"MIMS.me,MIGS/MIMS/MIMARKS.soil",48066166,UNIVERSITY OF VIGO,2018-08-27,public,missing,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",20cm,missing,659,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122620,Spain,Europe,Spain,Illumina MiSeq,missing,missing,39.43605 N 3.39322 W,Lucas0698,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_698,SRP450765
SRR25384379,AMPLICON,476,154898016,PRJNA985135,SAMN35790064,"MIMS.me,MIGS/MIMS/MIMARKS.soil",53855704,UNIVERSITY OF VIGO,2018-09-06,public,missing,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",20cm,missing,119,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122619,Poland,Europe,Poland,Illumina MiSeq,missing,missing,52.46775 N 19.25473 E,Lucas0697,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_697,SRP450765
SRR25384380,AMPLICON,476,211993740,PRJNA985135,SAMN35790063,"MIMS.me,MIGS/MIMS/MIMARKS.soil",74112446,UNIVERSITY OF VIGO,2018-08-28,public,missing,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",20cm,missing,114,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX21122618,Latvia,Europe,Latvia,Illumina MiSeq,missing,missing,56.54985 N 26.59608 E,Lucas0696,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_696,SRP450765
SRR25384381,AMPLICON,476,124865272,PRJNA985135,SAMN35790062,"MIMS.me,MIGS/MIMS/MIMARKS.soil",43410233,UNIVERSITY OF VIGO,2018-09-03,public,missing,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",20cm,missing,28,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122617,Bulgaria,Europe,Bulgaria,Illumina MiSeq,missing,missing,43.66475 N 24.56146 E,Lucas0695,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_695,SRP450765
SRR25384382,AMPLICON,476,162196048,PRJNA985135,SAMN35790061,"MIMS.me,MIGS/MIMS/MIMARKS.soil",56430883,UNIVERSITY OF VIGO,2018-09-06,public,missing,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",20cm,missing,124,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122616,Poland,Europe,Poland,Illumina MiSeq,missing,missing,52.30294 N 19.27934 E,Lucas0694,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_694,SRP450765
SRR25384383,AMPLICON,476,74954768,PRJNA985135,SAMN35790060,"MIMS.me,MIGS/MIMS/MIMARKS.soil",30830295,UNIVERSITY OF VIGO,2018-08-27,public,missing,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",20cm,missing,713,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122615,Spain,Europe,Spain,Illumina MiSeq,missing,missing,38.8692 N 3.25392 W,Lucas0693,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_693,SRP450765
SRR25384384,AMPLICON,476,310443392,PRJNA985135,SAMN35790059,"MIMS.me,MIGS/MIMS/MIMARKS.soil",107000017,UNIVERSITY OF VIGO,2018-09-03,public,missing,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",20cm,missing,648,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX21122614,Bulgaria,Europe,Bulgaria,Illumina MiSeq,missing,missing,42.97965 N 23.29256 E,Lucas0692,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_692,SRP450765
SRR25384385,AMPLICON,476,176655976,PRJNA985135,SAMN35790058,"MIMS.me,MIGS/MIMS/MIMARKS.soil",61860422,UNIVERSITY OF VIGO,2018-09-03,public,missing,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",20cm,missing,42,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122613,Bulgaria,Europe,Bulgaria,Illumina MiSeq,missing,missing,43.47395 N 24.99191 E,Lucas0691,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_691,SRP450765
SRR25384386,AMPLICON,476,218006572,PRJNA985135,SAMN35789437,"MIMS.me,MIGS/MIMS/MIMARKS.soil",74351721,UNIVERSITY OF VIGO,2018-05-15,public,missing,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",20cm,missing,633,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122612,Spain,Europe,Spain,Illumina MiSeq,missing,missing,38.86611 N 4.04615 W,Lucas0070,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_70,SRP450765
SRR25384387,AMPLICON,476,95571280,PRJNA985135,SAMN35790057,"MIMS.me,MIGS/MIMS/MIMARKS.soil",33215011,UNIVERSITY OF VIGO,2018-08-22,public,missing,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",20cm,missing,129,ENVO:01000182,ENVO:01000182,ENVO:00001998,SRX21122611,France,Europe,France,Illumina MiSeq,missing,missing,46.5042 N 0.66652 E,Lucas0690,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_690,SRP450765
SRR25384388,AMPLICON,476,148079316,PRJNA985135,SAMN35790056,"MIMS.me,MIGS/MIMS/MIMARKS.soil",51612996,UNIVERSITY OF VIGO,2018-08-29,public,missing,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",20cm,missing,201,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122610,Bulgaria,Europe,Bulgaria,Illumina MiSeq,missing,missing,43.54965 N 23.12253 E,Lucas0689,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_689,SRP450765
SRR25384389,AMPLICON,476,251411300,PRJNA985135,SAMN35790055,"MIMS.me,MIGS/MIMS/MIMARKS.soil",88453109,UNIVERSITY OF VIGO,2018-08-22,public,missing,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",20cm,missing,1121,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX21122609,Spain,Europe,Spain,Illumina MiSeq,missing,missing,41.14902 N 3.71382 W,Lucas0688,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_688,SRP450765
SRR25384390,AMPLICON,476,258895924,PRJNA985135,SAMN35790054,"MIMS.me,MIGS/MIMS/MIMARKS.soil",89782585,UNIVERSITY OF VIGO,2018-08-21,public,missing,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",20cm,missing,176,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX21122608,Finland,Europe,Finland,Illumina MiSeq,missing,missing,64.88221 N 27.51509 E,Lucas0687,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_687,SRP450765
SRR25384391,AMPLICON,476,225080408,PRJNA985135,SAMN35790053,"MIMS.me,MIGS/MIMS/MIMARKS.soil",76203928,UNIVERSITY OF VIGO,2018-08-21,public,missing,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",20cm,missing,237,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX21122607,Finland,Europe,Finland,Illumina MiSeq,missing,missing,64.92356 N 27.9788 E,Lucas0686,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_686,SRP450765
SRR25384392,AMPLICON,476,116437216,PRJNA985135,SAMN35790052,"MIMS.me,MIGS/MIMS/MIMARKS.soil",40031092,UNIVERSITY OF VIGO,2018-08-14,public,missing,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",20cm,missing,114,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX21122606,Sweden,Europe,Sweden,Illumina MiSeq,missing,missing,57.87586 N 15.84721 E,Lucas0685,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_685,SRP450765
SRR25384393,AMPLICON,476,293434484,PRJNA985135,SAMN35790051,"MIMS.me,MIGS/MIMS/MIMARKS.soil",100898432,UNIVERSITY OF VIGO,2018-08-06,public,missing,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",20cm,missing,325,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122605,Spain,Europe,Spain,Illumina MiSeq,missing,missing,37.89964 N 4.0045 W,Lucas0684,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_684,SRP450765
SRR25384394,AMPLICON,476,95268068,PRJNA985135,SAMN35790050,"MIMS.me,MIGS/MIMS/MIMARKS.soil",37312777,UNIVERSITY OF VIGO,2018-08-07,public,missing,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",20cm,missing,497,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122604,France,Europe,France,Illumina MiSeq,missing,missing,47.34832 N 4.5325 E,Lucas0683,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_683,SRP450765
SRR25384395,AMPLICON,476,171645124,PRJNA985135,SAMN35790049,"MIMS.me,MIGS/MIMS/MIMARKS.soil",59756508,UNIVERSITY OF VIGO,2018-08-06,public,missing,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",20cm,missing,324,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122603,Spain,Europe,Spain,Illumina MiSeq,missing,missing,41.96544 N 0.0756 E,Lucas0682,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_682,SRP450765
SRR25384396,AMPLICON,476,183293796,PRJNA985135,SAMN35790048,"MIMS.me,MIGS/MIMS/MIMARKS.soil",63219523,UNIVERSITY OF VIGO,2018-08-21,public,missing,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",20cm,missing,109,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX21122602,Finland,Europe,Finland,Illumina MiSeq,missing,missing,64.88732 N 26.77897 E,Lucas0681,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_681,SRP450765
SRR25384397,AMPLICON,476,276365600,PRJNA985135,SAMN35789436,"MIMS.me,MIGS/MIMS/MIMARKS.soil",96044452,UNIVERSITY OF VIGO,2018-05-28,public,missing,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",20cm,missing,87,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122601,Hungary,Europe,Hungary,Illumina MiSeq,missing,missing,46.28646 N 18.69405 E,Lucas0069,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_69,SRP450765
SRR25384398,AMPLICON,476,170335172,PRJNA985135,SAMN35790047,"MIMS.me,MIGS/MIMS/MIMARKS.soil",58794620,UNIVERSITY OF VIGO,2018-09-06,public,missing,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",20cm,missing,18,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122600,Greece,Europe,Greece,Illumina MiSeq,missing,missing,38.65922 N 23.04926 E,Lucas0680,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_680,SRP450765
SRR25384399,AMPLICON,476,292532464,PRJNA985135,SAMN35789430,"MIMS.me,MIGS/MIMS/MIMARKS.soil",98793563,UNIVERSITY OF VIGO,2018-05-03,public,missing,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",20cm,missing,167,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX21122599,France,Europe,France,Illumina MiSeq,missing,missing,46.81901 N 2.61531 E,Lucas0063,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_63,SRP450765
SRR25384400,AMPLICON,476,103545232,PRJNA985135,SAMN35789987,"MIMS.me,MIGS/MIMS/MIMARKS.soil",35812182,UNIVERSITY OF VIGO,2018-08-16,public,missing,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",20cm,missing,489,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX21122598,France,Europe,France,Illumina MiSeq,missing,missing,44.06094 N 2.50176 E,Lucas0620,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_620,SRP450765
SRR25384401,AMPLICON,476,124719616,PRJNA985135,SAMN35789986,"MIMS.me,MIGS/MIMS/MIMARKS.soil",43628641,UNIVERSITY OF VIGO,2018-08-06,public,missing,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",20cm,missing,115,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122597,Poland,Europe,Poland,Illumina MiSeq,missing,missing,52.0335 N 18.28269 E,Lucas0619,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_619,SRP450765
SRR25384402,AMPLICON,476,116626664,PRJNA985135,SAMN35789985,"MIMS.me,MIGS/MIMS/MIMARKS.soil",40612672,UNIVERSITY OF VIGO,2018-08-13,public,missing,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",20cm,missing,165,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122596,Poland,Europe,Poland,Illumina MiSeq,missing,missing,51.36785 N 18.97187 E,Lucas0618,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_618,SRP450765
SRR25384403,AMPLICON,476,169825376,PRJNA985135,SAMN35789984,"MIMS.me,MIGS/MIMS/MIMARKS.soil",59049043,UNIVERSITY OF VIGO,2018-08-07,public,missing,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",20cm,missing,500,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122595,France,Europe,France,Illumina MiSeq,missing,missing,47.42275 N 4.57778 E,Lucas0617,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_617,SRP450765
SRR25384404,AMPLICON,476,146277180,PRJNA985135,SAMN35789983,"MIMS.me,MIGS/MIMS/MIMARKS.soil",50573536,UNIVERSITY OF VIGO,2018-08-13,public,missing,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",20cm,missing,125,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122594,Poland,Europe,Poland,Illumina MiSeq,missing,missing,51.746 N 18.25889 E,Lucas0616,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_616,SRP450765
SRR25384405,AMPLICON,476,365457092,PRJNA985135,SAMN35789982,"MIMS.me,MIGS/MIMS/MIMARKS.soil",126078724,UNIVERSITY OF VIGO,2018-08-06,public,missing,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",20cm,missing,35,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122593,France,Europe,France,Illumina MiSeq,missing,missing,50.82053 N 2.47802 E,Lucas0615,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_615,SRP450765
SRR25384406,AMPLICON,476,153597108,PRJNA985135,SAMN35789981,"MIMS.me,MIGS/MIMS/MIMARKS.soil",63524710,UNIVERSITY OF VIGO,2018-08-14,public,missing,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",20cm,missing,167,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX21122592,Finland,Europe,Finland,Illumina MiSeq,missing,missing,65.47283 N 27.90998 E,Lucas0614,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_614,SRP450765
SRR25384407,AMPLICON,476,282381764,PRJNA985135,SAMN35789980,"MIMS.me,MIGS/MIMS/MIMARKS.soil",97857671,UNIVERSITY OF VIGO,2018-08-06,public,missing,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",20cm,missing,1051,ENVO:01000215,ENVO:01000215,ENVO:00001998,SRX21122591,Spain,Europe,Spain,Illumina MiSeq,missing,missing,37.20042 N 2.86115 W,Lucas0613,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_613,SRP450765
SRR25384408,AMPLICON,476,125772052,PRJNA985135,SAMN35789979,"MIMS.me,MIGS/MIMS/MIMARKS.soil",43887708,UNIVERSITY OF VIGO,2018-08-06,public,missing,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",20cm,missing,468,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122590,Spain,Europe,Spain,Illumina MiSeq,missing,missing,37.85309 N 3.6961 W,Lucas0612,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_612,SRP450765
SRR25384409,AMPLICON,476,242712876,PRJNA985135,SAMN35789978,"MIMS.me,MIGS/MIMS/MIMARKS.soil",83004787,UNIVERSITY OF VIGO,2018-08-08,public,missing,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",20cm,missing,725,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX21122589,Czech Republic,Europe,Czech Republic,Illumina MiSeq,missing,missing,48.95454 N 14.19316 E,Lucas0611,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_611,SRP450765
