Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,elev,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR24061836,AMPLICON,487,4069431,PRJNA952168,SAMN34067238,"MIMS.me,MIGS/MIMS/MIMARKS.soil",1714451,UNIVERSITY OF ZURICH,2018-08-06,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",20cm,1253,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX19863127,France,Europe,France,Illumina MiSeq,46.62452 N 6.15005 E,563_HJTTNDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:11:00Z,1,LUCAS_563,SRP430822
SRR24061837,AMPLICON,487,61925192,PRJNA952168,SAMN34066719,"MIMS.me,MIGS/MIMS/MIMARKS.soil",24799166,UNIVERSITY OF ZURICH,2018-05-30,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",20cm,1016,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19863126,Spain,Europe,Spain,Illumina MiSeq,36.764 N 5.38359 W,44_HJVG7DRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:11:00Z,1,LUCAS_44,SRP430822
SRR24061838,AMPLICON,487,126243552,PRJNA952168,SAMN34067237,"MIMS.me,MIGS/MIMS/MIMARKS.soil",51583481,UNIVERSITY OF ZURICH,2018-08-07,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",20cm,711,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863125,Spain,Europe,Spain,Illumina MiSeq,39.58015 N 3.80035 W,562_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_562,SRP430822
SRR24061839,AMPLICON,487,5937495,PRJNA952168,SAMN34067237,"MIMS.me,MIGS/MIMS/MIMARKS.soil",2577498,UNIVERSITY OF ZURICH,2018-08-07,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",20cm,711,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863124,Spain,Europe,Spain,Illumina MiSeq,39.58015 N 3.80035 W,562_HJTTNDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:11:00Z,1,LUCAS_562,SRP430822
SRR24061840,AMPLICON,487,47870823,PRJNA952168,SAMN34067236,"MIMS.me,MIGS/MIMS/MIMARKS.soil",18446728,UNIVERSITY OF ZURICH,2018-08-06,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",20cm,1337,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19863123,Spain,Europe,Spain,Illumina MiSeq,37.58563 N 3.64218 W,561_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_561,SRP430822
SRR24061841,AMPLICON,487,2326778,PRJNA952168,SAMN34067236,"MIMS.me,MIGS/MIMS/MIMARKS.soil",991387,UNIVERSITY OF ZURICH,2018-08-06,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",20cm,1337,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19863122,Spain,Europe,Spain,Illumina MiSeq,37.58563 N 3.64218 W,561_HJTTNDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:11:00Z,1,LUCAS_561,SRP430822
SRR24061842,AMPLICON,487,93511967,PRJNA952168,SAMN34067235,"MIMS.me,MIGS/MIMS/MIMARKS.soil",36663896,UNIVERSITY OF ZURICH,2018-08-08,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",20cm,338,ENVO:01000182,ENVO:01000182,ENVO:00001998,SRX19863121,Spain,Europe,Spain,Illumina MiSeq,41.56311 N 0.23742 E,560_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_560,SRP430822
SRR24061843,AMPLICON,487,4657958,PRJNA952168,SAMN34067235,"MIMS.me,MIGS/MIMS/MIMARKS.soil",1942968,UNIVERSITY OF ZURICH,2018-08-08,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",20cm,338,ENVO:01000182,ENVO:01000182,ENVO:00001998,SRX19863120,Spain,Europe,Spain,Illumina MiSeq,41.56311 N 0.23742 E,560_HJTTNDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:11:00Z,1,LUCAS_560,SRP430822
SRR24061844,AMPLICON,487,121632966,PRJNA952168,SAMN34067234,"MIMS.me,MIGS/MIMS/MIMARKS.soil",49636508,UNIVERSITY OF ZURICH,2018-08-08,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",20cm,487,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863119,Czech Republic,Europe,Czech Republic,Illumina MiSeq,49.59186 N 12.80801 E,559_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_559,SRP430822
SRR24061845,AMPLICON,487,102259358,PRJNA952168,SAMN34067181,"MIMS.me,MIGS/MIMS/MIMARKS.soil",41083988,UNIVERSITY OF ZURICH,2018-07-25,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",20cm,453,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19863118,Germany,Europe,Germany,Illumina MiSeq,51.43337 N 8.51876 E,506_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_506,SRP430822
SRR24061846,AMPLICON,487,59112879,PRJNA952168,SAMN34067180,"MIMS.me,MIGS/MIMS/MIMARKS.soil",24188090,UNIVERSITY OF ZURICH,2018-07-31,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",20cm,271,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863117,Czech Republic,Europe,Czech Republic,Illumina MiSeq,49.74061 N 18.24556 E,505_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_505,SRP430822
SRR24061847,AMPLICON,487,102889348,PRJNA952168,SAMN34067179,"MIMS.me,MIGS/MIMS/MIMARKS.soil",42429913,UNIVERSITY OF ZURICH,2018-07-25,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",20cm,168,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863116,Germany,Europe,Germany,Illumina MiSeq,51.81693 N 9.11537 E,504_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_504,SRP430822
SRR24061848,AMPLICON,487,152944976,PRJNA952168,SAMN34067178,"MIMS.me,MIGS/MIMS/MIMARKS.soil",61633587,UNIVERSITY OF ZURICH,2018-07-26,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",20cm,1086,ENVO:01000215,ENVO:01000215,ENVO:00001998,SRX19863115,Spain,Europe,Spain,Illumina MiSeq,40.89466 N 1.56906 W,503_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_503,SRP430822
SRR24061849,AMPLICON,487,144735843,PRJNA952168,SAMN34067177,"MIMS.me,MIGS/MIMS/MIMARKS.soil",58216027,UNIVERSITY OF ZURICH,2018-07-31,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",20cm,106,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863114,France,Europe,France,Illumina MiSeq,49.65072 N 2.27168 E,502_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_502,SRP430822
SRR24061850,AMPLICON,487,119052352,PRJNA952168,SAMN34067176,"MIMS.me,MIGS/MIMS/MIMARKS.soil",48414867,UNIVERSITY OF ZURICH,2018-07-31,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",20cm,844,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863113,Spain,Europe,Spain,Illumina MiSeq,39.54836 N 1.9827 W,501_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_501,SRP430822
SRR24061851,AMPLICON,487,99521190,PRJNA952168,SAMN34067175,"MIMS.me,MIGS/MIMS/MIMARKS.soil",40291760,UNIVERSITY OF ZURICH,2018-07-31,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",20cm,532,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX19863112,France,Europe,France,Illumina MiSeq,45.23177 N 5.17768 E,500_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_500,SRP430822
SRR24061852,AMPLICON,487,126179619,PRJNA952168,SAMN34066714,"MIMS.me,MIGS/MIMS/MIMARKS.soil",52273179,UNIVERSITY OF ZURICH,2018-05-30,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",20cm,-2,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19863111,Poland,Europe,Poland,Illumina MiSeq,54.14221 N 19.1307 E,39_HJVG7DRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:11:00Z,1,LUCAS_39,SRP430822
SRR24061853,AMPLICON,487,119168561,PRJNA952168,SAMN34067174,"MIMS.me,MIGS/MIMS/MIMARKS.soil",48922828,UNIVERSITY OF ZURICH,2018-07-25,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",20cm,342,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX19863110,Germany,Europe,Germany,Illumina MiSeq,51.49196 N 8.94888 E,499_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_499,SRP430822
SRR24061854,AMPLICON,487,107712262,PRJNA952168,SAMN34067173,"MIMS.me,MIGS/MIMS/MIMARKS.soil",44617068,UNIVERSITY OF ZURICH,2018-07-25,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",20cm,159,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX19863109,Germany,Europe,Germany,Illumina MiSeq,52.07067 N 9.4604 E,498_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_498,SRP430822
SRR24061855,AMPLICON,487,141130820,PRJNA952168,SAMN34067172,"MIMS.me,MIGS/MIMS/MIMARKS.soil",57580460,UNIVERSITY OF ZURICH,2018-07-26,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",20cm,510,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX19863108,Spain,Europe,Spain,Illumina MiSeq,43.26152 N 7.02937 W,497_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:11:00Z,1,LUCAS_497,SRP430822
SRR24061856,AMPLICON,487,112328145,PRJNA952168,SAMN34067171,"MIMS.me,MIGS/MIMS/MIMARKS.soil",46620363,UNIVERSITY OF ZURICH,2018-07-25,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",20cm,89,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19863107,Poland,Europe,Poland,Illumina MiSeq,54.12994 N 19.52952 E,496_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_496,SRP430822
SRR24061857,AMPLICON,487,87372916,PRJNA952168,SAMN34067170,"MIMS.me,MIGS/MIMS/MIMARKS.soil",35237946,UNIVERSITY OF ZURICH,2018-07-24,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",20cm,83,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863106,France,Europe,France,Illumina MiSeq,46.3599 N 0.12081 W,495_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_495,SRP430822
SRR24061858,AMPLICON,487,87999005,PRJNA952168,SAMN34067169,"MIMS.me,MIGS/MIMS/MIMARKS.soil",35083506,UNIVERSITY OF ZURICH,2018-07-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",20cm,61,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863105,France,Europe,France,Illumina MiSeq,47.0062 N 0.19277 W,494_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_494,SRP430822
SRR24061859,AMPLICON,487,108440865,PRJNA952168,SAMN34067168,"MIMS.me,MIGS/MIMS/MIMARKS.soil",44989718,UNIVERSITY OF ZURICH,2018-07-24,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",20cm,304,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX19863104,Sweden,Europe,Sweden,Illumina MiSeq,63.45098 N 14.41016 E,493_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_493,SRP430822
SRR24061860,AMPLICON,487,45489837,PRJNA952168,SAMN34067167,"MIMS.me,MIGS/MIMS/MIMARKS.soil",17978639,UNIVERSITY OF ZURICH,2018-07-23,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",20cm,165,ENVO:01000182,ENVO:01000182,ENVO:00001998,SRX19863103,France,Europe,France,Illumina MiSeq,46.67749 N 0.02342 W,492_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_492,SRP430822
SRR24061861,AMPLICON,487,51285834,PRJNA952168,SAMN34067166,"MIMS.me,MIGS/MIMS/MIMARKS.soil",20652544,UNIVERSITY OF ZURICH,2018-07-10,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",20cm,283,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX19863102,Spain,Europe,Spain,Illumina MiSeq,42.83698 N 8.49089 W,491_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_491,SRP430822
SRR24061862,AMPLICON,487,163722008,PRJNA952168,SAMN34067165,"MIMS.me,MIGS/MIMS/MIMARKS.soil",68492733,UNIVERSITY OF ZURICH,2018-07-25,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",20cm,268,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX19863101,Germany,Europe,Germany,Illumina MiSeq,51.36689 N 9.03792 E,490_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_490,SRP430822
SRR24061863,AMPLICON,487,10531033,PRJNA952168,SAMN34066714,"MIMS.me,MIGS/MIMS/MIMARKS.soil",4464263,UNIVERSITY OF ZURICH,2018-05-30,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",20cm,-2,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19863100,Poland,Europe,Poland,Illumina MiSeq,54.14221 N 19.1307 E,39_HJTTNDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_39,SRP430822
SRR24061864,AMPLICON,487,149983330,PRJNA952168,SAMN34067164,"MIMS.me,MIGS/MIMS/MIMARKS.soil",61992109,UNIVERSITY OF ZURICH,2018-07-31,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",20cm,775,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863099,Greece,Europe,Greece,Illumina MiSeq,37.96963 N 22.59383 E,489_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_489,SRP430822
SRR24061865,AMPLICON,487,196973813,PRJNA952168,SAMN34067163,"MIMS.me,MIGS/MIMS/MIMARKS.soil",81955049,UNIVERSITY OF ZURICH,2018-07-24,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",20cm,59,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863098,Latvia,Europe,Latvia,Illumina MiSeq,57.8396 N 25.38767 E,488_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_488,SRP430822
SRR24061866,AMPLICON,487,175858033,PRJNA952168,SAMN34067162,"MIMS.me,MIGS/MIMS/MIMARKS.soil",72995032,UNIVERSITY OF ZURICH,2018-07-30,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",20cm,60,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863097,France,Europe,France,Illumina MiSeq,49.26298 N 0.68841 W,487_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_487,SRP430822
SRR24061867,AMPLICON,487,182853507,PRJNA952168,SAMN34067161,"MIMS.me,MIGS/MIMS/MIMARKS.soil",74967813,UNIVERSITY OF ZURICH,2018-07-30,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",20cm,88,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863096,Sweden,Europe,Sweden,Illumina MiSeq,58.44821 N 13.33522 E,486_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_486,SRP430822
SRR24061868,AMPLICON,487,70341250,PRJNA952168,SAMN34067160,"MIMS.me,MIGS/MIMS/MIMARKS.soil",28997814,UNIVERSITY OF ZURICH,2018-07-26,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",20cm,10,ENVO:01000248,ENVO:01000248,ENVO:00001998,SRX19863095,Finland,Europe,Finland,Illumina MiSeq,63.0709 N 21.89861 E,485_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_485,SRP430822
SRR24061869,AMPLICON,487,149721746,PRJNA952168,SAMN34067159,"MIMS.me,MIGS/MIMS/MIMARKS.soil",60611293,UNIVERSITY OF ZURICH,2018-07-31,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",20cm,5,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863094,Italy,Europe,Italy,Illumina MiSeq,44.71622 N 11.65035 E,484_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_484,SRP430822
SRR24061870,AMPLICON,487,128653299,PRJNA952168,SAMN34067158,"MIMS.me,MIGS/MIMS/MIMARKS.soil",53174536,UNIVERSITY OF ZURICH,2018-07-31,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",20cm,704,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19863093,France,Europe,France,Illumina MiSeq,45.17429 N 2.37727 E,483_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_483,SRP430822
SRR24061871,AMPLICON,487,155494311,PRJNA952168,SAMN34067157,"MIMS.me,MIGS/MIMS/MIMARKS.soil",61317362,UNIVERSITY OF ZURICH,2018-07-26,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",20cm,1036,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863092,Spain,Europe,Spain,Illumina MiSeq,40.81635 N 1.4589 W,482_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_482,SRP430822
SRR24061872,AMPLICON,487,105636779,PRJNA952168,SAMN34067156,"MIMS.me,MIGS/MIMS/MIMARKS.soil",41703453,UNIVERSITY OF ZURICH,2018-07-31,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",20cm,1170,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19863091,France,Europe,France,Illumina MiSeq,45.20673 N 2.57731 E,481_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_481,SRP430822
SRR24061873,AMPLICON,487,239130658,PRJNA952168,SAMN34067155,"MIMS.me,MIGS/MIMS/MIMARKS.soil",95910465,UNIVERSITY OF ZURICH,2018-07-16,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",20cm,419,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863090,Spain,Europe,Spain,Illumina MiSeq,42.55349 N 1.24971 W,480_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_480,SRP430822
SRR24061874,AMPLICON,487,103344680,PRJNA952168,SAMN34066713,"MIMS.me,MIGS/MIMS/MIMARKS.soil",42725776,UNIVERSITY OF ZURICH,2018-05-29,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",20cm,227,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863089,Austria,Europe,Austria,Illumina MiSeq,48.25367 N 15.75418 E,38_HJVG7DRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:11:00Z,1,LUCAS_38,SRP430822
SRR24061875,AMPLICON,487,11373808,PRJNA952168,SAMN34067154,"MIMS.me,MIGS/MIMS/MIMARKS.soil",4409808,UNIVERSITY OF ZURICH,2018-07-19,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",20cm,107,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863088,Finland,Europe,Finland,Illumina MiSeq,62.98397 N 23.98693 E,479_HLTLNDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_479,SRP430822
SRR24061876,AMPLICON,487,28412812,PRJNA952168,SAMN34067154,"MIMS.me,MIGS/MIMS/MIMARKS.soil",11029504,UNIVERSITY OF ZURICH,2018-07-19,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",20cm,107,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863087,Finland,Europe,Finland,Illumina MiSeq,62.98397 N 23.98693 E,479_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_479,SRP430822
SRR24061877,AMPLICON,487,45684600,PRJNA952168,SAMN34067082,"MIMS.me,MIGS/MIMS/MIMARKS.soil",17092444,UNIVERSITY OF ZURICH,2018-07-09,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",20cm,427,ENVO:01000215,ENVO:01000215,ENVO:00001998,SRX19863086,Greece,Europe,Greece,Illumina MiSeq,37.08429 N 22.4997 E,407_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:11:00Z,1,LUCAS_407,SRP430822
SRR24061878,AMPLICON,487,10800409,PRJNA952168,SAMN34066710,"MIMS.me,MIGS/MIMS/MIMARKS.soil",4555220,UNIVERSITY OF ZURICH,2018-06-04,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",20cm,295,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19863085,France,Europe,France,Illumina MiSeq,46.95514 N 4.25749 E,35_HJTTNDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:11:00Z,1,LUCAS_35,SRP430822
SRR24061879,AMPLICON,488,2858704,PRJNA952168,SAMN34067082,"MIMS.me,MIGS/MIMS/MIMARKS.soil",1139761,UNIVERSITY OF ZURICH,2018-07-09,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",20cm,427,ENVO:01000215,ENVO:01000215,ENVO:00001998,SRX19863084,Greece,Europe,Greece,Illumina MiSeq,37.08429 N 22.4997 E,407_HJTTNDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_407,SRP430822
SRR24061880,AMPLICON,487,74441891,PRJNA952168,SAMN34067081,"MIMS.me,MIGS/MIMS/MIMARKS.soil",29826934,UNIVERSITY OF ZURICH,2018-07-10,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",20cm,88,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19863083,France,Europe,France,Illumina MiSeq,50.05273 N 3.18944 E,406_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-04T11:12:00Z,1,LUCAS_406,SRP430822
